LAST_EXEC_TS	TCODE	TCODE_TEXT	ABAP_PROGRAM	EXEC_COUNT	TOTAL_EXEC_TIME_SEC	AVG_EXEC_TIME_SEC	MAX_EXEC_TIME_SEC	TOTAL_LOCK_WAIT_SEC	LOCK_WAIT_RATIO	TOTAL_EXEC_MEM_MB	AVG_EXEC_MEM_MB	MAX_EXEC_MEM_MB	MEM_PER_EXEC_MB	ACCESSED_TABLES	SQL_TEXT
20260624075443493481000			CL_BGRFC_SUPERVISOR_START=====CP	96,877	1,009.630000000	0.010000000	1.234000000	950.328000000	0.941	17,125.600000000000	0.200000000000	0.800000000000	0.2	SAPHANADB.NRIV(3)	SELECT "CLIENT" , "OBJECT" , "SUBOBJECT" , "NRRANGENR" , "TOYEAR" , "FROMNUMBER" , "TONUMBER" , "NRLEVEL" , "EXTERNIND" FROM "NRIV" WHERE "CLIENT" = ? AND "OBJECT" = ? AND "SUBOBJECT" = ? AND "NRRANGENR" = ? AND "TOYEAR" = ? FOR UPDATE
20260624165252554150000	ZSDR28310	[퀵커머스] 상품 공통 기본정보	ZSDR28310	64,717	116.978000000	0.002000000	0.625000000	57.269000000	0.49	11,843.000000000000	0.200000000000	0.700000000000	0.2	SAPHANADB.ZSDT28995(9)	UPSERT "ZSDT28995" ( "ZBIZTPCD", "ZQUICK", "WERKS", "EAN11", "ORDSVCTYP", "ZSALESDT", "ZSALEEDT", "ZQPRODUCTID", "ITEMMODE", "ZPRODITEMID", "ZPRODITEMNM", "ZPRODNAME", "ZQUICK_STD_PRICE", "ZQUICK_SALES_PRICE", "WAERS", "ZMINQTY", "ZMAXQTY", "ZIMGURLQ", "ZSALESTATUS", "ZITEMROLE", "ZMULT", "ZCRNAME", "ZCRSDATE", "ZCRSTIME", "ZCRLDATE", "ZCRLTIME", "ZUDNAME", "ZUDSDATE", "ZUDSTIME", "ZUDLDATE", "ZUDLTIME", "ZONLO", "MANDT", "IF_ID", "IF_DATE_KEY", "IF_BAT_SEQNO", "IF_DATA_SEQNO" ) VALUES ( ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ? ) WITH PRIMARY KEY
20260624145212602195000	ZSDR28310	[퀵커머스] 상품 공통 기본정보	ZSDR28310	49,788	162.050000000	0.003000000	1.519000000	112.088000000	0.692	7,073.400000000000	0.100000000000	0.400000000000	0.1	SAPHANADB.ZSDT28995(9)	UPSERT "ZSDT28995" ( "ZBIZTPCD", "ZQUICK", "WERKS", "EAN11", "ORDSVCTYP", "ZSALESDT", "ZSALEEDT", "ZQPRODUCTID", "ITEMMODE", "ZPRODITEMID", "ZPRODITEMNM", "ZPRODNAME", "ZQUICK_STD_PRICE", "ZQUICK_SALES_PRICE", "WAERS", "ZMINQTY", "ZMAXQTY", "ZIMGURLQ", "ZSALESTATUS", "ZITEMROLE", "ZMULT", "ZCRNAME", "ZCRSDATE", "ZCRSTIME", "ZCRLDATE", "ZCRLTIME", "ZUDNAME", "ZUDSDATE", "ZUDSTIME", "ZUDLDATE", "ZUDLTIME", "ZONLO", "MANDT", "IF_ID", "IF_DATE_KEY", "IF_BAT_SEQNO", "IF_DATA_SEQNO" ) VALUES ( ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ? ) WITH PRIMARY KEY
20260624105444593738000	SBTA	테스트 백그라운드 처리	SAPMSSY2	57,985	18.634000000	0.000000000	0.318000000	7.301000000	0.392	1,626.400000000000	0.000000000000	0.100000000000	0	SAPHANADB.TBTCO(9)	SELECT TOP 1 "JOBNAME" , "JOBCOUNT" , "JOBGROUP" , "INTREPORT" , "STEPCOUNT" , "SDLSTRTDT" , "SDLSTRTTM" , "BTCSYSTEM" , "SDLDATE" , "SDLTIME" , "SDLUNAME" , "LASTCHDATE" , "LASTCHTIME" , "LASTCHNAME" , "RELDATE" , "RELTIME" , "RELUNAME" , "STRTDATE" , "STRTTIME" , "ENDDATE" , "ENDTIME" , "PRDMINS" , "PRDHOURS" , "PRDDAYS" , "PRDWEEKS" , "PRDMONTHS" , "PERIODIC" , "DELANFREP" , "EMERGMODE" , "STATUS" , "NEWFLAG" , "AUTHCKNAM" , "AUTHCKMAN" , "SUCCNUM" , "PREDNUM" , "JOBLOG" , "LASTSTRTDT" , "LASTSTRTTM" , "WPNUMBER" , "WPPROCID" , "EVENTID" , "EVENTPARM" , "BTCSYSREAX" , "JOBCLASS" , "PRIORITY" , "EVENTCOUNT" , "CHECKSTAT" , "CALENDARID" , "PRDBEHAV" , "EXECSERVER" , "EOMCORRECT" , "CALCORRECT" , "REAXSERVER" , "RECLOGSYS" , "RECOBJTYPE" , "RECOBJKEY" , "RECDESCRIB" , "TGTSRVGRP" FROM "TBTCO" WHERE "JOBNAME" = ? AND "JOBCOUNT" = ? FOR UPDATE
20260624095447173913000	SBTA	테스트 백그라운드 처리	SAPMSSY2	54,305	17.444000000	0.000000000	0.195000000	6.784000000	0.389	1,541.400000000000	0.000000000000	0.100000000000	0	SAPHANADB.TBTCO(9)	SELECT TOP 1 "JOBNAME" , "JOBCOUNT" , "JOBGROUP" , "INTREPORT" , "STEPCOUNT" , "SDLSTRTDT" , "SDLSTRTTM" , "BTCSYSTEM" , "SDLDATE" , "SDLTIME" , "SDLUNAME" , "LASTCHDATE" , "LASTCHTIME" , "LASTCHNAME" , "RELDATE" , "RELTIME" , "RELUNAME" , "STRTDATE" , "STRTTIME" , "ENDDATE" , "ENDTIME" , "PRDMINS" , "PRDHOURS" , "PRDDAYS" , "PRDWEEKS" , "PRDMONTHS" , "PERIODIC" , "DELANFREP" , "EMERGMODE" , "STATUS" , "NEWFLAG" , "AUTHCKNAM" , "AUTHCKMAN" , "SUCCNUM" , "PREDNUM" , "JOBLOG" , "LASTSTRTDT" , "LASTSTRTTM" , "WPNUMBER" , "WPPROCID" , "EVENTID" , "EVENTPARM" , "BTCSYSREAX" , "JOBCLASS" , "PRIORITY" , "EVENTCOUNT" , "CHECKSTAT" , "CALENDARID" , "PRDBEHAV" , "EXECSERVER" , "EOMCORRECT" , "CALCORRECT" , "REAXSERVER" , "RECLOGSYS" , "RECOBJTYPE" , "RECOBJKEY" , "RECDESCRIB" , "TGTSRVGRP" FROM "TBTCO" WHERE "JOBNAME" = ? AND "JOBCOUNT" = ? FOR UPDATE
20260624085439078189000	SBTA	테스트 백그라운드 처리	SAPMSSY2	38,147	47.051000000	0.001000000	6.264000000	39.192000000	0.833	1,323.000000000000	0.000000000000	0.200000000000	0	SAPHANADB.TBTCO(9)	SELECT TOP 1 "JOBNAME" , "JOBCOUNT" , "JOBGROUP" , "INTREPORT" , "STEPCOUNT" , "SDLSTRTDT" , "SDLSTRTTM" , "BTCSYSTEM" , "SDLDATE" , "SDLTIME" , "SDLUNAME" , "LASTCHDATE" , "LASTCHTIME" , "LASTCHNAME" , "RELDATE" , "RELTIME" , "RELUNAME" , "STRTDATE" , "STRTTIME" , "ENDDATE" , "ENDTIME" , "PRDMINS" , "PRDHOURS" , "PRDDAYS" , "PRDWEEKS" , "PRDMONTHS" , "PERIODIC" , "DELANFREP" , "EMERGMODE" , "STATUS" , "NEWFLAG" , "AUTHCKNAM" , "AUTHCKMAN" , "SUCCNUM" , "PREDNUM" , "JOBLOG" , "LASTSTRTDT" , "LASTSTRTTM" , "WPNUMBER" , "WPPROCID" , "EVENTID" , "EVENTPARM" , "BTCSYSREAX" , "JOBCLASS" , "PRIORITY" , "EVENTCOUNT" , "CHECKSTAT" , "CALENDARID" , "PRDBEHAV" , "EXECSERVER" , "EOMCORRECT" , "CALCORRECT" , "REAXSERVER" , "RECLOGSYS" , "RECOBJTYPE" , "RECOBJKEY" , "RECDESCRIB" , "TGTSRVGRP" FROM "TBTCO" WHERE "JOBNAME" = ? AND "JOBCOUNT" = ? FOR UPDATE
20260624165444204831000	SBTA	테스트 백그라운드 처리	SAPMSSY2	45,512	15.683000000	0.000000000	0.191000000	6.760000000	0.431	1,111.600000000000	0.000000000000	0.100000000000	0	SAPHANADB.TBTCO(9)	SELECT TOP 1 "JOBNAME" , "JOBCOUNT" , "JOBGROUP" , "INTREPORT" , "STEPCOUNT" , "SDLSTRTDT" , "SDLSTRTTM" , "BTCSYSTEM" , "SDLDATE" , "SDLTIME" , "SDLUNAME" , "LASTCHDATE" , "LASTCHTIME" , "LASTCHNAME" , "RELDATE" , "RELTIME" , "RELUNAME" , "STRTDATE" , "STRTTIME" , "ENDDATE" , "ENDTIME" , "PRDMINS" , "PRDHOURS" , "PRDDAYS" , "PRDWEEKS" , "PRDMONTHS" , "PERIODIC" , "DELANFREP" , "EMERGMODE" , "STATUS" , "NEWFLAG" , "AUTHCKNAM" , "AUTHCKMAN" , "SUCCNUM" , "PREDNUM" , "JOBLOG" , "LASTSTRTDT" , "LASTSTRTTM" , "WPNUMBER" , "WPPROCID" , "EVENTID" , "EVENTPARM" , "BTCSYSREAX" , "JOBCLASS" , "PRIORITY" , "EVENTCOUNT" , "CHECKSTAT" , "CALENDARID" , "PRDBEHAV" , "EXECSERVER" , "EOMCORRECT" , "CALCORRECT" , "REAXSERVER" , "RECLOGSYS" , "RECOBJTYPE" , "RECOBJKEY" , "RECDESCRIB" , "TGTSRVGRP" FROM "TBTCO" WHERE "JOBNAME" = ? AND "JOBCOUNT" = ? FOR UPDATE
20260624155445428421000	SBTA	테스트 백그라운드 처리	SAPMSSY2	37,734	12.862000000	0.000000000	0.144000000	5.752000000	0.447	974.000000000000	0.000000000000	0.100000000000	0	SAPHANADB.TBTCO(9)	SELECT TOP 1 "JOBNAME" , "JOBCOUNT" , "JOBGROUP" , "INTREPORT" , "STEPCOUNT" , "SDLSTRTDT" , "SDLSTRTTM" , "BTCSYSTEM" , "SDLDATE" , "SDLTIME" , "SDLUNAME" , "LASTCHDATE" , "LASTCHTIME" , "LASTCHNAME" , "RELDATE" , "RELTIME" , "RELUNAME" , "STRTDATE" , "STRTTIME" , "ENDDATE" , "ENDTIME" , "PRDMINS" , "PRDHOURS" , "PRDDAYS" , "PRDWEEKS" , "PRDMONTHS" , "PERIODIC" , "DELANFREP" , "EMERGMODE" , "STATUS" , "NEWFLAG" , "AUTHCKNAM" , "AUTHCKMAN" , "SUCCNUM" , "PREDNUM" , "JOBLOG" , "LASTSTRTDT" , "LASTSTRTTM" , "WPNUMBER" , "WPPROCID" , "EVENTID" , "EVENTPARM" , "BTCSYSREAX" , "JOBCLASS" , "PRIORITY" , "EVENTCOUNT" , "CHECKSTAT" , "CALENDARID" , "PRDBEHAV" , "EXECSERVER" , "EOMCORRECT" , "CALCORRECT" , "REAXSERVER" , "RECLOGSYS" , "RECOBJTYPE" , "RECOBJKEY" , "RECDESCRIB" , "TGTSRVGRP" FROM "TBTCO" WHERE "JOBNAME" = ? AND "JOBCOUNT" = ? FOR UPDATE
20260624125441302284000	SBTA	테스트 백그라운드 처리	SAPMSSY2	37,955	12.696000000	0.000000000	0.138000000	5.568000000	0.439	924.500000000000	0.000000000000	0.100000000000	0	SAPHANADB.TBTCO(9)	SELECT TOP 1 "JOBNAME" , "JOBCOUNT" , "JOBGROUP" , "INTREPORT" , "STEPCOUNT" , "SDLSTRTDT" , "SDLSTRTTM" , "BTCSYSTEM" , "SDLDATE" , "SDLTIME" , "SDLUNAME" , "LASTCHDATE" , "LASTCHTIME" , "LASTCHNAME" , "RELDATE" , "RELTIME" , "RELUNAME" , "STRTDATE" , "STRTTIME" , "ENDDATE" , "ENDTIME" , "PRDMINS" , "PRDHOURS" , "PRDDAYS" , "PRDWEEKS" , "PRDMONTHS" , "PERIODIC" , "DELANFREP" , "EMERGMODE" , "STATUS" , "NEWFLAG" , "AUTHCKNAM" , "AUTHCKMAN" , "SUCCNUM" , "PREDNUM" , "JOBLOG" , "LASTSTRTDT" , "LASTSTRTTM" , "WPNUMBER" , "WPPROCID" , "EVENTID" , "EVENTPARM" , "BTCSYSREAX" , "JOBCLASS" , "PRIORITY" , "EVENTCOUNT" , "CHECKSTAT" , "CALENDARID" , "PRDBEHAV" , "EXECSERVER" , "EOMCORRECT" , "CALCORRECT" , "REAXSERVER" , "RECLOGSYS" , "RECOBJTYPE" , "RECOBJKEY" , "RECDESCRIB" , "TGTSRVGRP" FROM "TBTCO" WHERE "JOBNAME" = ? AND "JOBCOUNT" = ? FOR UPDATE
20260624145442577507000			CL_BGRFC_SUPERVISOR_START=====CP	28,568	29.769000000	0.001000000	1.190000000	23.546000000	0.791	727.100000000000	0.000000000000	0.100000000000	0	SAPHANADB.NRIV(3)	SELECT "CLIENT" , "OBJECT" , "SUBOBJECT" , "NRRANGENR" , "TOYEAR" , "FROMNUMBER" , "TONUMBER" , "NRLEVEL" , "EXTERNIND" FROM "NRIV" WHERE "CLIENT" = ? AND "OBJECT" = ? AND "SUBOBJECT" = ? AND "NRRANGENR" = ? AND "TOYEAR" = ? FOR UPDATE
